campaign name,date,hour,clicks,impressions,cost_micros,bidding_strategy_type,conversions,cost_per_conversion,Click-through rate (CTR),average cost per click (CPC),cost-per-acquisition (CPA),Cost,conversion per euro
SHOPTIMISED PMax-46 - all products-M,2023-11-28,21,0,2,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-28,22,0,8,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-28,23,0,23,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,0,0,12,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,1,1,23,640000,MAXIMIZE_CONVERSION_VALUE,0,,4.347826087,0.64,12.8,0.64,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,2,0,41,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,3,0,62,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,4,1,38,500000,MAXIMIZE_CONVERSION_VALUE,0,,2.631578947,0.5,10,0.5,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,5,0,55,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,6,0,75,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,7,0,91,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,8,0,212,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,9,4,208,1070000,MAXIMIZE_CONVERSION_VALUE,1,1070000,1.923076923,0.2675,1.07,1.07,0.9345794393
SHOPTIMISED PMax-46 - all products-M,2023-11-29,10,0,137,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,11,1,67,310000,MAXIMIZE_CONVERSION_VALUE,0,,1.492537313,0.31,6.2,0.31,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,12,1,64,170000,MAXIMIZE_CONVERSION_VALUE,0,,1.5625,0.17,3.4,0.17,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,13,1,38,610000,MAXIMIZE_CONVERSION_VALUE,0,,2.631578947,0.61,12.2,0.61,0
SHOPTIMISED PMax-46 - all products-M,2023-11-29,14,2,16,760000,MAXIMIZE_CONVERSION_VALUE,0,,12.5,0.38,7.6,0.76,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,0,0,1,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,1,0,1,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,2,0,2,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,3,0,3,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,4,0,1,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,5,0,2,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,7,0,1,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,8,0,5,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,9,0,6,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,10,0,7,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,11,0,9,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,12,0,24,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,13,0,12,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,14,0,17,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,15,2,36,100000,MAXIMIZE_CONVERSION_VALUE,0,,5.555555556,0.05,1,0.1,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,16,0,13,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,17,0,25,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,18,0,26,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,19,0,14,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,20,3,54,1110000,MAXIMIZE_CONVERSION_VALUE,0,,5.555555556,0.37,7.4,1.11,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,21,0,82,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,22,0,90,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-11-30,23,2,224,220000,MAXIMIZE_CONVERSION_VALUE,0,,0.8928571429,0.11,2.2,0.22,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,0,2,118,1080000,MAXIMIZE_CONVERSION_VALUE,0,,1.694915254,0.54,10.8,1.08,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,1,0,111,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,2,1,12,1450000,MAXIMIZE_CONVERSION_VALUE,0,,8.333333333,1.45,29,1.45,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,3,0,27,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,4,0,39,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,5,0,74,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,6,0,17,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,7,1,25,30000,MAXIMIZE_CONVERSION_VALUE,0,,4,0.03,0.6,0.03,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,8,0,51,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,9,0,24,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,10,0,19,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,11,0,23,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,12,0,29,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,13,0,17,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,14,0,21,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,15,0,16,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,16,0,5,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,17,0,3,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,18,0,1,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,20,0,2,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,21,0,5,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,22,1,14,80000,MAXIMIZE_CONVERSION_VALUE,0,,7.142857143,0.08,1.6,0.08,0
SHOPTIMISED PMax-46 - all products-M,2023-12-01,23,0,31,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,0,0,29,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,1,0,36,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,2,7,406,2400000,MAXIMIZE_CONVERSION_VALUE,0,,1.724137931,0.3428571429,6.857142857,2.4,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,3,12,1816,3610000,MAXIMIZE_CONVERSION_VALUE,1.32998,2714326.531,0.6607929515,0.3008333333,2.714326531,3.61,0.3684155125
SHOPTIMISED PMax-46 - all products-M,2023-12-02,4,2,80,300000,MAXIMIZE_CONVERSION_VALUE,1,300000,2.5,0.15,0.3,0.3,3.333333333
SHOPTIMISED PMax-46 - all products-M,2023-12-02,5,0,16,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,6,0,42,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,7,0,73,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,8,8,180,840000,MAXIMIZE_CONVERSION_VALUE,0,,4.444444444,0.105,2.1,0.84,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,9,4,134,820000,MAXIMIZE_CONVERSION_VALUE,1,820000,2.985074627,0.205,0.82,0.82,1.219512195
SHOPTIMISED PMax-46 - all products-M,2023-12-02,10,0,95,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,11,1,128,60000,MAXIMIZE_CONVERSION_VALUE,0,,0.78125,0.06,1.2,0.06,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,12,3,80,290000,MAXIMIZE_CONVERSION_VALUE,0,,3.75,0.09666666667,1.933333333,0.29,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,13,0,92,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,14,0,101,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,15,1,81,330000,MAXIMIZE_CONVERSION_VALUE,0,,1.234567901,0.33,6.6,0.33,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,16,0,66,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,17,0,39,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,18,0,21,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,19,0,18,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,20,0,9,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,21,0,15,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,22,0,85,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-02,23,5,150,1860000,MAXIMIZE_CONVERSION_VALUE,0,,3.333333333,0.372,7.44,1.86,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,0,1,101,50000,MAXIMIZE_CONVERSION_VALUE,0,,0.9900990099,0.05,1,0.05,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,1,1,135,460000,MAXIMIZE_CONVERSION_VALUE,0,,0.7407407407,0.46,9.2,0.46,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,2,0,181,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,3,3,119,1600000,MAXIMIZE_CONVERSION_VALUE,0,,2.521008403,0.5333333333,10.66666667,1.6,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,4,2,241,120000,MAXIMIZE_CONVERSION_VALUE,0,,0.8298755187,0.06,1.2,0.12,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,5,0,243,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,6,0,267,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,7,1,292,130000,MAXIMIZE_CONVERSION_VALUE,0,,0.3424657534,0.13,2.6,0.13,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,8,7,341,720000,MAXIMIZE_CONVERSION_VALUE,0,,2.052785924,0.1028571429,2.057142857,0.72,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,9,4,261,770000,MAXIMIZE_CONVERSION_VALUE,0,,1.53256705,0.1925,3.85,0.77,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,10,4,357,630000,MAXIMIZE_CONVERSION_VALUE,0,,1.120448179,0.1575,3.15,0.63,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,11,5,507,1040000,MAXIMIZE_CONVERSION_VALUE,0,,0.9861932939,0.208,4.16,1.04,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,12,7,528,2490000,MAXIMIZE_CONVERSION_VALUE,1,2490000,1.325757576,0.3557142857,2.49,2.49,0.4016064257
SHOPTIMISED PMax-46 - all products-M,2023-12-03,13,1,366,440000,MAXIMIZE_CONVERSION_VALUE,0,,0.2732240437,0.44,8.8,0.44,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,14,1,8,130000,MAXIMIZE_CONVERSION_VALUE,0,,12.5,0.13,2.6,0.13,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,15,1,34,170000,MAXIMIZE_CONVERSION_VALUE,0,,2.941176471,0.17,3.4,0.17,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,16,0,15,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,17,0,3,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,18,0,6,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,19,0,3,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,20,0,3,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,21,0,5,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,22,0,15,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-03,23,0,42,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,0,1,96,160000,MAXIMIZE_CONVERSION_VALUE,0,,1.041666667,0.16,3.2,0.16,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,1,0,153,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,2,1,240,200000,MAXIMIZE_CONVERSION_VALUE,0,,0.4166666667,0.2,4,0.2,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,3,3,223,1160000,MAXIMIZE_CONVERSION_VALUE,0.989492,1172318.725,1.34529148,0.3866666667,1.172318725,1.16,0.8530103448
SHOPTIMISED PMax-46 - all products-M,2023-12-04,4,2,204,400000,MAXIMIZE_CONVERSION_VALUE,0,,0.9803921569,0.2,4,0.4,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,5,3,268,2660000,MAXIMIZE_CONVERSION_VALUE,0,,1.119402985,0.8866666667,17.73333333,2.66,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,6,1,43,880000,MAXIMIZE_CONVERSION_VALUE,0.5,1760000,2.325581395,0.88,1.76,0.88,0.5681818182
SHOPTIMISED PMax-46 - all products-M,2023-12-04,7,0,23,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,8,0,13,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,9,0,18,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,10,1,32,120000,MAXIMIZE_CONVERSION_VALUE,0,,3.125,0.12,2.4,0.12,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,11,0,38,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,12,0,77,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,13,0,52,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,14,3,128,660000,MAXIMIZE_CONVERSION_VALUE,0,,2.34375,0.22,4.4,0.66,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,15,4,102,250000,MAXIMIZE_CONVERSION_VALUE,0,,3.921568627,0.0625,1.25,0.25,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,16,0,21,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,17,0,10,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,18,0,5,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,19,0,6,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,20,0,2,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,21,0,14,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-04,22,1,8,400000,MAXIMIZE_CONVERSION_VALUE,0,,12.5,0.4,8,0.4,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,0,1,23,170000,MAXIMIZE_CONVERSION_VALUE,0,,4.347826087,0.17,3.4,0.17,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,1,0,30,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,2,0,30,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,3,0,5,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,4,0,42,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,5,0,46,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,6,0,64,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,7,1,233,130000,MAXIMIZE_CONVERSION_VALUE,0,,0.4291845494,0.13,2.6,0.13,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,8,0,256,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,9,4,273,630000,MAXIMIZE_CONVERSION_VALUE,0,,1.465201465,0.1575,3.15,0.63,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,10,4,300,700000,MAXIMIZE_CONVERSION_VALUE,0,,1.333333333,0.175,3.5,0.7,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,11,1,228,250000,MAXIMIZE_CONVERSION_VALUE,0,,0.4385964912,0.25,5,0.25,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,12,2,200,380000,MAXIMIZE_CONVERSION_VALUE,0,,1,0.19,3.8,0.38,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,13,0,159,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,14,0,115,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,15,0,104,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,16,0,57,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,17,2,37,100000,MAXIMIZE_CONVERSION_VALUE,0,,5.405405405,0.05,1,0.1,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,18,1,28,60000,MAXIMIZE_CONVERSION_VALUE,0,,3.571428571,0.06,1.2,0.06,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,19,0,10,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,20,0,28,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,21,2,38,570000,MAXIMIZE_CONVERSION_VALUE,1,570000,5.263157895,0.285,0.57,0.57,1.754385965
SHOPTIMISED PMax-46 - all products-M,2023-12-05,22,0,84,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-05,23,2,174,540000,MAXIMIZE_CONVERSION_VALUE,1,540000,1.149425287,0.27,0.54,0.54,1.851851852
SHOPTIMISED PMax-46 - all products-M,2023-12-06,0,3,136,1680000,MAXIMIZE_CONVERSION_VALUE,0,,2.205882353,0.56,11.2,1.68,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,1,0,110,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,2,3,182,880000,MAXIMIZE_CONVERSION_VALUE,0,,1.648351648,0.2933333333,5.866666667,0.88,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,3,1,218,390000,MAXIMIZE_CONVERSION_VALUE,0,,0.4587155963,0.39,7.8,0.39,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,4,4,339,1160000,MAXIMIZE_CONVERSION_VALUE,0,,1.179941003,0.29,5.8,1.16,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,5,1,245,190000,MAXIMIZE_CONVERSION_VALUE,0,,0.4081632653,0.19,3.8,0.19,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,6,3,327,510000,MAXIMIZE_CONVERSION_VALUE,1.5,340000,0.9174311927,0.17,0.34,0.51,2.941176471
SHOPTIMISED PMax-46 - all products-M,2023-12-06,7,2,259,710000,MAXIMIZE_CONVERSION_VALUE,0,,0.7722007722,0.355,7.1,0.71,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,8,2,186,980000,MAXIMIZE_CONVERSION_VALUE,1,980000,1.075268817,0.49,0.98,0.98,1.020408163
SHOPTIMISED PMax-46 - all products-M,2023-12-06,9,0,176,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,10,1,217,330000,MAXIMIZE_CONVERSION_VALUE,0,,0.4608294931,0.33,6.6,0.33,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,11,1,224,170000,MAXIMIZE_CONVERSION_VALUE,0,,0.4464285714,0.17,3.4,0.17,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,12,1,310,90000,MAXIMIZE_CONVERSION_VALUE,0,,0.3225806452,0.09,1.8,0.09,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,13,5,277,1030000,MAXIMIZE_CONVERSION_VALUE,1,1030000,1.805054152,0.206,1.03,1.03,0.9708737864
SHOPTIMISED PMax-46 - all products-M,2023-12-06,14,2,280,380000,MAXIMIZE_CONVERSION_VALUE,0,,0.7142857143,0.19,3.8,0.38,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,15,0,59,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,16,0,25,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,17,0,43,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,18,0,5,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,19,0,6,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,20,1,14,130000,MAXIMIZE_CONVERSION_VALUE,0,,7.142857143,0.13,2.6,0.13,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,21,0,5,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,22,0,28,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-06,23,0,140,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-07,0,0,90,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
SHOPTIMISED PMax-46 - all products-M,2023-12-07,1,0,300,0,MAXIMIZE_CONVERSION_VALUE,0,,0,0,0,0,0
