,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Clicks,CTR,Avg. CPC,Impr.,Avg. cost,Cost,Campaign type,Bid strategy type,Campaign group,Original Conv Value,Predicted Conv Value 1,Predicted Conv Value 2
3648,1,141,0,0,2.0,0,4,6,0,0.0,0.0,3,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3649,1,55,0,0,3.0,0,4,6,6,0.0066,0.16,912,0.16,0.97,3,7,0,0.0,0.23117200915855754,7.421476355247985
3650,1,141,0,0,2.0,0,4,6,0,0.0,0.0,1,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3651,1,115,0,0,2.0,0,4,6,2,0.0027,0.76,728,0.76,1.52,3,7,0,14.37,0.23117200915855754,7.421476355247985
3652,1,115,0,0,2.0,0,4,6,4,0.003,0.5,1347,0.5,2.0,3,7,0,0.0,0.23117200915855754,7.421476355247985
3653,1,115,0,0,2.0,0,4,6,12,0.0031,0.35,3810,0.35,4.14,3,7,0,15.06,38.62744338933529,19.66085314685316
3654,1,41,0,0,5.0,0,4,7,13,0.009300000000000001,0.13,1405,0.13,1.72,1,2,0,0.0,0.23117200915855754,14.74322884012539
3655,1,41,0,0,5.0,0,4,7,91,0.0088,0.3,10376,0.29,27.1,1,2,0,174.7,219.9967875647666,148.59815217391312
3656,1,41,0,0,5.0,0,4,7,17,0.0064,0.53,2672,0.53,9.08,1,2,0,87.09,38.62744338933529,48.014200542005376
3657,1,6,0,0,5.0,0,4,6,34,0.010700000000000001,0.23,3173,0.23,7.78,3,0,0,10.63,38.62744338933529,48.014200542005376
3658,1,6,0,0,5.0,0,4,6,12,0.0123,0.24,977,0.24,2.9,3,0,0,0.0,0.23117200915855754,14.74322884012539
3659,1,41,0,0,5.0,0,4,7,16,0.021,0.15,763,0.15,2.33,1,2,0,17.56,0.23117200915855754,14.74322884012539
3660,1,41,0,0,5.0,0,4,7,13,0.0083,0.21,1567,0.21,2.7,1,2,0,0.0,0.23117200915855754,14.74322884012539
3661,1,41,0,0,5.0,0,4,7,5,0.0089,0.21,559,0.21,1.07,1,2,0,0.0,0.23117200915855754,14.74322884012539
3662,1,41,0,0,5.0,0,4,7,22,0.0083,0.34,2654,0.32,7.41,1,2,0,55.33,38.62744338933529,19.66085314685316
3663,1,95,0,0,0.1,0,4,6,1,0.0031,0.1,324,0.1,0.1,2,4,0,0.0,0.23117200915855754,0.017456630531522195
3664,1,73,0,0,3.9,0,4,6,21,0.021,0.21,1002,0.21,4.51,1,3,0,12.73,38.62744338933529,50.214585987261124
3665,1,95,0,0,0.1,0,4,6,0,0.0,0.0,50,0.0,0.0,2,4,0,0.0,0.23117200915855754,0.017456630531522195
3666,1,95,0,0,0.1,0,4,6,3,0.25,0.36,12,0.36,1.07,2,4,0,0.0,0.23117200915855754,7.421476355247985
3667,1,95,0,0,0.1,0,4,6,4,0.3077,0.04,13,0.04,0.17,2,4,0,0.0,0.23117200915855754,8.667011494252874
3668,1,95,0,0,0.1,0,4,6,9,0.39130000000000004,0.24,23,0.24,2.18,2,4,0,0.0,0.23117200915855754,7.421476355247985
3669,1,3,0,0,2.0,0,4,6,0,0.0,0.0,14,0.0,0.0,2,3,0,0.0,0.23117200915855754,0.017456630531522195
3670,1,138,0,0,5.0,0,4,6,6,0.0049,0.18,1217,0.18,1.07,3,0,0,0.0,0.23117200915855754,14.74322884012539
3671,1,138,0,0,5.0,0,4,6,6,0.0096,0.2,627,0.2,1.19,3,0,0,0.0,0.23117200915855754,14.74322884012539
3672,1,27,0,0,1.0,0,4,6,0,0.0,0.0,74,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3673,1,138,0,0,5.0,0,4,6,5,0.0075,0.18,667,0.18,0.88,3,0,0,0.0,0.23117200915855754,14.74322884012539
3674,1,27,0,0,1.0,0,4,6,8,0.0167,0.23,480,0.23,1.82,3,0,0,8.11,0.23117200915855754,7.421476355247985
3675,1,5,0,0,2.0,0,4,6,24,0.0115,0.25,2082,0.25,5.98,3,7,0,0.0,38.62744338933529,19.66085314685316
3676,1,53,0,0,1.0,0,4,6,20,0.0194,0.92,1033,0.92,18.38,3,0,0,24.36,38.62744338933529,48.014200542005376
3677,1,138,0,0,5.0,0,4,6,11,0.013600000000000001,0.21,811,0.21,2.32,3,0,0,0.0,0.23117200915855754,14.74322884012539
3678,1,110,0,0,2.0,0,4,6,20,0.011899999999999999,0.25,1682,0.25,4.94,3,7,0,24.66,38.62744338933529,19.66085314685316
3679,1,110,0,0,2.0,0,4,6,34,0.0073,0.3,4669,0.3,10.36,3,7,0,0.0,38.62744338933529,91.82370967741937
3680,1,110,0,0,2.0,0,4,6,187,0.011000000000000001,0.27,17016,0.27,50.21,3,7,0,776.8,219.9967875647666,529.2958333333333
3681,1,110,0,0,2.0,0,4,6,50,0.0128,0.14,3896,0.14,7.07,3,7,0,0.0,38.62744338933529,50.214585987261124
3682,1,65,0,0,3.0,0,4,5,0,0.0,0.0,40,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3683,1,65,0,0,3.0,0,4,5,1,0.0017000000000000001,2.19,604,2.19,2.19,1,3,0,0.0,0.23117200915855754,7.421476355247985
3684,1,65,0,0,3.0,0,4,5,0,0.0,0.0,11,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3685,1,65,0,0,3.0,0,4,5,0,0.0,0.0,10,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3686,1,110,0,0,2.0,0,4,6,19,0.0109,0.16,1741,0.16,2.99,3,7,0,0.0,0.23117200915855754,7.421476355247985
3687,1,65,0,0,3.0,0,4,5,0,0.0,0.0,96,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3688,1,65,0,0,3.0,0,4,5,0,0.0,0.0,5,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3689,1,110,0,0,2.0,0,4,6,10,0.0144,0.23,696,0.23,2.29,3,7,0,21.07,0.23117200915855754,7.421476355247985
3690,1,110,0,0,2.0,0,4,6,116,0.0106,0.29,10994,0.29,33.09,3,7,0,70.39,219.9967875647666,277.1066666666666
3691,1,65,0,0,3.0,0,4,5,0,0.0,0.0,27,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3692,1,65,0,0,3.0,0,4,5,0,0.0,0.0,1,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3693,1,65,0,0,3.0,0,4,5,5,0.0058,0.6,864,0.6,2.99,1,3,0,30.48,0.23117200915855754,7.421476355247985
3694,1,110,0,0,2.0,0,4,6,162,0.0103,0.25,15705,0.25,40.98,3,7,0,132.92,219.9967875647666,529.2958333333333
3695,1,65,0,0,3.0,0,4,5,0,0.0,0.0,65,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3696,1,110,0,0,2.0,0,4,6,0,0.0,0.0,25,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3697,1,110,0,0,2.0,0,4,6,32,0.012,0.16,2657,0.16,5.06,3,7,0,33.97,38.62744338933529,50.214585987261124
3698,1,65,0,0,3.0,0,4,5,0,0.0,0.0,64,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3699,1,110,0,0,2.0,0,4,6,15,0.0083,0.13,1799,0.13,1.91,3,7,0,0.29,0.23117200915855754,7.421476355247985
3700,1,65,0,0,3.0,0,4,5,0,0.0,0.0,5,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3701,1,65,0,0,3.0,0,4,5,4,0.005600000000000001,0.26,708,0.26,1.04,1,3,0,0.0,0.23117200915855754,7.421476355247985
3702,1,110,0,0,2.0,0,4,6,43,0.0097,0.23,4436,0.23,9.82,3,7,0,76.03,38.62744338933529,91.82370967741937
3703,0,49,0,0,5.0,0,0,15,19,0.17920000000000003,0.21,106,0.21,3.94,1,3,0,0.0,38.62744338933529,50.214585987261124
3704,0,49,0,0,5.0,0,0,15,10,0.1923,0.3,52,0.3,2.98,1,3,0,231.11,0.23117200915855754,50.52913043478261
3705,0,49,0,0,5.0,0,0,15,12,0.052199999999999996,0.44,230,0.44,5.32,1,3,0,91.89,38.62744338933529,19.66085314685316
3706,0,49,0,0,5.0,0,0,15,8,0.7273000000000001,0.05,11,0.05,0.37,1,3,0,0.0,0.23117200915855754,8.667011494252874
3707,0,49,0,0,5.0,0,0,15,13,0.0512,0.17,254,0.17,2.23,1,3,0,68.38,0.23117200915855754,50.52913043478261
3708,0,49,0,0,5.0,0,0,15,12,0.0141,0.32,849,0.32,3.87,1,3,0,33.96,38.62744338933529,19.66085314685316
3709,0,49,0,0,5.0,0,0,15,18,0.0355,0.57,507,0.57,10.17,1,3,0,433.86,38.62744338933529,91.82370967741937
3710,0,49,0,0,5.0,0,0,15,22,0.0245,0.5,899,0.5,11.01,1,3,0,20.2,38.62744338933529,91.82370967741937
3711,0,49,0,0,5.0,0,0,15,0,0.0,0.0,1,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3712,0,49,0,0,5.0,0,0,15,24,0.0183,0.29,1311,0.28,7.05,1,3,0,49.96,38.62744338933529,19.66085314685316
3713,0,49,0,0,5.0,0,0,15,10,0.0139,0.79,718,0.28,7.91,1,3,0,118.98,38.62744338933529,91.82370967741937
3714,0,49,0,0,5.0,0,0,15,50,0.0206,0.6,2424,0.6,30.0,1,3,0,138.32,38.62744338933529,91.82370967741937
3715,0,49,0,0,5.0,0,0,15,3,0.3333,0.51,9,0.51,1.53,1,3,0,0.0,0.23117200915855754,50.52913043478261
3716,0,49,0,0,5.0,0,0,15,4,0.09300000000000001,0.61,43,0.61,2.44,1,3,0,0.0,0.23117200915855754,50.52913043478261
3717,0,49,0,0,5.0,0,0,15,1,0.5,0.98,2,0.98,0.98,1,3,0,0.0,0.23117200915855754,50.52913043478261
3718,0,49,0,0,5.0,0,0,15,1,0.2,0.18,5,0.18,0.18,1,3,0,0.0,0.23117200915855754,8.667011494252874
3719,1,89,0,0,2.0,0,4,6,7,0.008199999999999999,0.27,851,0.27,1.92,1,2,0,0.14,0.23117200915855754,7.421476355247985
3720,0,49,0,0,5.0,0,0,15,2,0.3333,1.2,6,1.2,2.39,1,3,0,0.0,0.23117200915855754,50.52913043478261
3721,0,49,0,0,5.0,0,0,15,8,0.0242,0.66,330,0.66,5.26,1,3,0,10.65,38.62744338933529,19.66085314685316
3722,0,49,0,0,5.0,0,0,15,24,0.0121,0.49,1989,0.49,11.74,1,3,0,58.28,38.62744338933529,91.82370967741937
3723,1,89,0,0,2.0,0,4,6,9,0.011899999999999999,0.27,758,0.27,2.39,1,2,0,9.48,0.23117200915855754,7.421476355247985
3724,0,49,0,0,5.0,0,0,15,2,0.25,0.28,8,0.28,0.55,1,3,0,0.0,0.23117200915855754,8.667011494252874
3725,0,49,0,0,5.0,0,0,15,14,0.042300000000000004,0.48,331,0.48,6.66,1,3,0,22.36,38.62744338933529,19.66085314685316
3726,0,49,0,0,5.0,0,0,15,0,0.0,0.0,4,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3727,1,137,0,0,5.0,0,4,6,10,0.0556,0.98,180,0.98,9.75,2,4,0,0.0,38.62744338933529,91.82370967741937
3728,1,137,0,0,5.0,0,4,6,1,0.125,0.55,8,0.55,0.55,2,4,0,0.0,0.23117200915855754,8.667011494252874
3729,1,137,0,0,5.0,0,4,6,3,0.026099999999999998,1.26,115,1.26,3.77,2,4,0,0.0,38.62744338933529,19.66085314685316
3730,1,150,0,0,2.0,0,4,6,4,0.0037,1.64,1085,0.47,6.54,1,2,0,0.0,38.62744338933529,19.66085314685316
3731,0,111,0,0,2.0,0,0,15,8,0.008100000000000001,0.29,987,0.29,2.31,1,3,0,15.18,0.23117200915855754,7.421476355247985
3732,0,111,0,0,2.0,0,0,15,13,0.0125,0.28,1036,0.28,3.7,1,3,0,0.0,38.62744338933529,19.66085314685316
3733,0,111,0,0,2.0,0,0,15,2,0.009399999999999999,0.12,213,0.12,0.24,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3734,0,111,0,0,2.0,0,0,15,8,0.0196,0.36,408,0.36,2.86,1,3,0,0.0,0.23117200915855754,7.421476355247985
3735,1,149,0,0,2.0,0,4,6,7,0.0183,0.42,383,0.42,2.94,1,2,0,0.0,0.23117200915855754,7.421476355247985
3736,0,111,0,0,2.0,0,0,15,12,0.0139,0.21,866,0.21,2.48,1,3,0,0.0,0.23117200915855754,7.421476355247985
3737,0,111,0,0,2.0,0,0,15,14,0.0067,0.38,2094,0.38,5.37,1,3,0,9.79,38.62744338933529,19.66085314685316
3738,1,149,0,0,2.0,0,4,6,8,0.0115,0.5,696,0.5,4.0,1,2,0,8.53,38.62744338933529,19.66085314685316
3739,1,70,0,0,1.0,0,4,6,4,0.0048,0.26,830,0.26,1.04,1,3,0,254.7,0.23117200915855754,7.421476355247985
3740,1,70,0,0,1.0,0,4,6,71,0.0207,0.08,3425,0.08,5.75,1,3,0,0.0,219.9967875647666,4.976
3741,2,125,0,0,5.0,0,5,9,3,0.005699999999999999,0.51,527,0.51,1.52,3,7,0,0.0,0.23117200915855754,14.74322884012539
3742,1,70,0,0,1.0,0,4,6,0,0.0,0.0,147,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3743,1,156,0,0,2.0,0,4,6,0,0.0,0.0,9,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3744,1,132,0,0,0.1,0,4,6,0,0.0,0.0,12,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3745,2,125,0,0,5.0,0,5,9,0,0.0,0.0,2,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3746,1,132,0,0,0.1,0,4,6,6,0.0123,0.44,486,0.44,2.64,3,7,0,0.0,0.23117200915855754,7.421476355247985
3747,1,132,0,0,0.1,0,4,6,4,0.009000000000000001,0.3,444,0.3,1.18,3,7,0,0.0,0.23117200915855754,7.421476355247985
3748,1,156,0,0,2.0,0,4,6,4,0.018000000000000002,0.09,222,0.09,0.36,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3749,1,75,0,0,5.0,0,4,5,27,0.0092,0.26,2919,0.26,7.14,1,2,0,97.43,38.62744338933529,19.66085314685316
3750,1,116,0,0,5.0,0,4,6,0,0.0,0.0,74,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3751,1,116,0,0,5.0,0,4,6,0,0.0,0.0,44,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3752,1,116,0,0,5.0,0,4,6,0,0.0,0.0,3,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3753,2,0,0,0,2.0,0,5,12,2,0.0078000000000000005,0.14,256,0.14,0.28,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3754,1,116,0,0,5.0,0,4,6,0,0.0,0.0,15,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3755,0,62,0,0,2.0,0,0,15,4,0.006999999999999999,0.17,572,0.17,0.68,1,2,0,0.0,0.23117200915855754,0.017456630531522195
3756,2,0,0,0,2.0,0,5,12,1,0.0021,0.12,478,0.12,0.12,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3757,2,14,0,0,0.12,0,5,12,2,0.0106,0.22,188,0.22,0.44,3,6,0,0.0,0.23117200915855754,0.017456630531522195
3758,1,15,0,0,3.0,0,4,6,6,0.0269,0.65,223,0.65,3.88,3,0,0,0.0,38.62744338933529,19.66085314685316
3759,1,76,0,0,0.1,0,4,5,1,0.0078000000000000005,0.18,128,0.18,0.18,1,2,0,0.0,0.23117200915855754,0.017456630531522195
3760,2,14,0,0,0.12,0,5,12,0,0.0,0.0,121,0.0,0.0,3,6,0,0.0,0.23117200915855754,0.017456630531522195
3761,1,129,0,0,1.5,0,4,6,2,0.0025,0.23,796,0.23,0.45,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3762,1,129,0,0,1.5,0,4,6,2,0.0155,0.24,129,0.24,0.47,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3763,1,129,0,0,1.5,0,4,6,16,0.0109,0.24,1474,0.24,3.8,3,0,0,0.0,38.62744338933529,19.66085314685316
3764,1,81,0,0,3.0,0,4,6,0,0.0,0.0,17,0.0,0.0,3,6,0,0.0,0.23117200915855754,0.017456630531522195
3765,1,129,0,0,1.5,0,4,6,3,0.0087,0.21,345,0.21,0.62,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3766,1,129,0,0,1.5,0,4,6,8,0.0124,0.24,646,0.24,1.95,3,0,0,59.34,0.23117200915855754,7.421476355247985
3767,1,129,0,0,1.5,0,4,6,18,0.011200000000000002,0.24,1613,0.24,4.24,3,0,0,66.27,38.62744338933529,19.66085314685316
3768,1,129,0,0,1.5,0,4,6,14,0.0092,0.22,1526,0.22,3.09,3,0,0,0.0,0.23117200915855754,7.421476355247985
3769,1,81,0,0,3.0,0,4,6,7,0.0058,0.34,1215,0.34,2.35,3,6,0,0.0,0.23117200915855754,7.421476355247985
3770,1,129,0,0,1.5,0,4,6,24,0.0159,0.22,1506,0.22,5.35,3,0,0,80.59,38.62744338933529,50.214585987261124
3771,1,99,0,0,5.0,0,4,6,1,0.0028000000000000004,0.3,361,0.3,0.3,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3772,1,100,0,0,20.0,0,4,6,47,0.0113,0.33,4174,0.3,15.44,1,2,0,204.88,38.62744338933529,48.014200542005376
3773,1,99,0,0,5.0,0,4,6,0,0.0,0.0,7,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3774,1,99,0,0,5.0,0,4,6,0,0.0,0.0,28,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3775,1,11,0,0,5.0,0,4,6,2,0.0034000000000000002,0.36,587,0.36,0.71,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3776,1,11,0,0,5.0,0,4,6,10,0.0084,0.19,1191,0.19,1.92,3,7,0,0.0,0.23117200915855754,14.74322884012539
3777,1,11,0,0,5.0,0,4,6,5,0.0373,0.24,134,0.24,1.2,3,7,0,0.0,0.23117200915855754,14.74322884012539
3778,1,11,0,0,5.0,0,4,6,4,0.0043,0.2,921,0.2,0.78,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3779,2,59,0,0,25.0,0,5,11,0,0.0,0.0,69,0.05,0.2,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3780,2,59,0,0,25.0,0,5,11,0,0.0,0.0,46,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3781,1,11,0,0,5.0,0,4,6,1,0.0033,0.12,306,0.12,0.12,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3782,2,152,0,0,5.0,0,5,12,49,0.0068000000000000005,0.21,7199,0.21,10.32,3,7,0,41.77,38.62744338933529,91.82370967741937
3783,1,82,0,0,0.5,0,4,6,12,0.0088,0.25,1358,0.25,3.04,3,0,0,118.86,0.23117200915855754,7.421476355247985
3784,2,152,0,0,5.0,0,5,12,15,0.0123,0.06,1217,0.06,0.87,3,7,0,0.0,0.23117200915855754,14.74322884012539
3785,2,152,0,0,5.0,0,5,12,16,0.0053,0.09,2991,0.09,1.46,3,7,0,0.0,0.23117200915855754,14.74322884012539
3786,2,152,0,0,5.0,0,5,12,28,0.0083,0.16,3358,0.16,4.37,3,7,0,38.25,38.62744338933529,50.214585987261124
3787,2,152,0,0,5.0,0,5,12,86,0.0115,0.2,7509,0.2,17.43,3,7,0,174.93,219.9967875647666,148.59815217391312
3788,2,152,0,0,5.0,0,5,12,1,0.0023,0.1,436,0.1,0.1,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3789,2,152,0,0,5.0,0,5,12,74,0.009399999999999999,0.14,7907,0.14,10.13,3,7,0,45.7,219.9967875647666,88.10976190476188
3790,2,152,0,0,5.0,0,5,12,14,0.0139,0.05,1009,0.05,0.73,3,7,0,7.99,0.23117200915855754,0.017456630531522195
3791,2,152,0,0,5.0,0,5,12,46,0.0060999999999999995,0.12,7588,0.12,5.43,3,7,0,5.48,38.62744338933529,50.214585987261124
3792,2,152,0,0,5.0,0,5,12,19,0.0091,0.09,2088,0.09,1.65,3,7,0,7.68,0.23117200915855754,14.74322884012539
3793,2,152,0,0,5.0,0,5,12,1,0.0016,0.1,618,0.1,0.1,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3794,1,82,0,0,0.5,0,4,6,8,0.0066,0.23,1213,0.23,1.8,3,0,0,0.0,0.23117200915855754,7.421476355247985
3795,1,82,0,0,0.5,0,4,6,17,0.0078000000000000005,0.08,2184,0.08,1.41,3,0,0,7.92,0.23117200915855754,7.421476355247985
3796,1,82,0,0,0.5,0,4,6,1,0.0063,0.01,159,0.01,0.01,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3797,1,82,0,0,0.5,0,4,6,0,0.0,0.0,101,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3798,1,82,0,0,0.5,0,4,6,20,0.0054,0.08,3736,0.08,1.58,3,0,0,0.0,0.23117200915855754,7.421476355247985
3799,0,79,0,0,20.0,0,0,15,50,0.0113,0.24,4409,0.24,12.19,1,3,0,92.9,38.62744338933529,91.82370967741937
3800,2,26,0,0,15.0,0,5,12,11,0.011200000000000002,0.23,984,0.23,2.58,3,7,0,20.52,0.23117200915855754,14.74322884012539
3801,0,79,0,0,20.0,0,0,15,3,0.0092,0.17,327,0.17,0.52,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3802,2,26,0,0,15.0,0,5,12,0,0.0,0.0,1,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3803,0,79,0,0,20.0,0,0,15,40,0.0146,0.31,2732,0.31,12.37,1,3,0,61.62,38.62744338933529,91.82370967741937
3804,0,79,0,0,20.0,0,0,15,11,0.008199999999999999,0.25,1349,0.19,2.79,1,3,0,118.34,0.23117200915855754,14.74322884012539
3805,2,26,0,0,15.0,0,5,12,0,0.0,0.0,7,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3806,0,79,0,0,20.0,0,0,15,2,0.0075,0.19,265,0.02,0.38,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3807,0,79,0,0,20.0,0,0,15,3,0.0123,0.3,243,0.3,0.91,1,3,0,0.0,0.23117200915855754,14.74322884012539
3808,2,26,0,0,15.0,0,5,12,14,0.013600000000000001,0.23,1028,0.23,3.25,3,7,0,0.0,0.23117200915855754,14.74322884012539
3809,1,114,0,0,5.0,0,4,6,0,0.0,0.0,1,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3810,2,58,0,0,25.0,0,5,12,3,0.0074,0.32,405,0.32,0.95,1,3,0,7.66,0.23117200915855754,14.74322884012539
3811,2,58,0,0,25.0,0,5,12,0,0.0,0.0,17,0.0,0.0,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3812,1,87,0,0,4.0,0,4,6,2,0.0192,0.23,104,0.16,0.47,1,2,0,0.0,0.23117200915855754,0.017456630531522195
3813,1,133,0,0,1.0,0,4,6,0,0.0,0.0,32,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3814,1,87,0,0,4.0,0,4,6,9,0.0134,0.77,671,0.77,6.94,1,2,0,13.64,38.62744338933529,19.66085314685316
3815,1,87,0,0,4.0,0,4,6,30,0.011699999999999999,0.27,2562,0.25,7.95,1,2,0,0.0,38.62744338933529,48.014200542005376
3816,1,91,0,0,1.0,0,4,4,5,0.018600000000000002,0.33,269,0.33,1.63,1,3,0,0.0,0.23117200915855754,7.421476355247985
3817,1,87,0,0,4.0,0,4,6,20,0.0139,0.29,1435,0.28,5.86,1,2,0,0.0,38.62744338933529,19.66085314685316
3818,1,91,0,0,1.0,0,4,4,1,0.0055000000000000005,0.6,183,0.6,0.6,1,3,0,0.0,0.23117200915855754,0.017456630531522195
3819,1,56,0,0,3.0,0,4,6,6,0.013999999999999999,0.14,430,0.14,0.82,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3820,1,56,0,0,3.0,0,4,6,3,0.015600000000000001,0.25,192,0.25,0.75,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3821,1,56,0,0,3.0,0,4,6,0,0.0,0.0,19,0.0,0.0,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3822,1,56,0,0,3.0,0,4,6,1,0.0105,0.23,95,0.23,0.23,3,7,0,0.0,0.23117200915855754,0.017456630531522195
3823,1,56,0,0,3.0,0,4,6,3,0.0123,0.6,243,0.6,1.8,3,7,0,0.0,0.23117200915855754,7.421476355247985
3824,1,112,0,0,0.5,0,4,6,1,0.0159,0.3,63,0.3,0.3,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3825,1,130,0,0,1.0,0,4,6,7,0.011200000000000002,0.19,623,0.19,1.33,3,0,0,0.0,0.23117200915855754,7.421476355247985
3826,1,112,0,0,0.5,0,4,6,0,0.0,0.0,1,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3827,1,112,0,0,0.5,0,4,6,0,0.0,0.0,59,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3828,1,130,0,0,1.0,0,4,6,3,0.0166,0.18,181,0.18,0.55,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3829,1,130,0,0,1.0,0,4,6,3,0.0109,0.19,276,0.19,0.58,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3830,1,130,0,0,1.0,0,4,6,4,0.0102,0.19,391,0.19,0.77,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3831,1,112,0,0,0.5,0,4,6,0,0.0,0.0,22,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3832,1,112,0,0,0.5,0,4,6,0,0.0,0.0,43,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3833,1,112,0,0,0.5,0,4,6,0,0.0,0.0,2,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3834,1,112,0,0,0.5,0,4,6,0,0.0,0.0,3,0.0,0.0,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3835,1,153,0,0,1.0,0,4,6,20,0.0095,0.1,2112,0.1,1.9,3,1,0,11.0,0.23117200915855754,7.421476355247985
3836,1,153,0,0,1.0,0,4,6,14,0.0077,0.23,1830,0.23,3.21,3,1,0,0.0,0.23117200915855754,7.421476355247985
3837,1,153,0,0,1.0,0,4,6,25,0.012199999999999999,0.24,2043,0.24,5.9,3,1,0,12.57,38.62744338933529,19.66085314685316
3838,1,153,0,0,1.0,0,4,6,4,0.0066,0.15,605,0.15,0.6,3,1,0,55.68,0.23117200915855754,0.017456630531522195
3839,1,121,0,0,2.0,0,4,3,6,0.013300000000000001,0.25,450,0.25,1.51,3,7,0,0.0,0.23117200915855754,7.421476355247985
3840,0,102,0,0,30.0,0,2,13,110,0.0098,0.31,11246,0.31,34.06,1,2,0,107.97,219.9967875647666,222.84756906077342
3841,0,102,0,0,30.0,0,2,13,200,0.009399999999999999,0.36,21287,0.36,71.61,1,2,0,135.6,219.9967875647666,222.84756906077342
3842,1,131,0,0,2.0,0,4,6,1,0.0053,0.22,190,0.22,0.22,3,0,0,0.0,0.23117200915855754,0.017456630531522195
3843,0,102,0,0,30.0,0,2,13,233,0.0111,0.29,20935,0.29,66.69,1,2,0,164.88,219.9967875647666,222.84756906077342
3844,0,102,0,0,30.0,0,2,13,63,0.0113,0.35,5558,0.35,21.78,1,2,0,51.78,38.62744338933529,48.014200542005376
3845,0,102,0,0,30.0,0,2,13,96,0.0101,0.31,9521,0.31,29.4,1,2,0,105.04,219.9967875647666,148.59815217391312
