Day,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Clicks,CTR,Avg. CPC,Impr.,Avg. cost,Cost,Conv. value,Campaign type,Bid strategy type,Campaign group
2023-09-28,Paused,Top Selling 02/09/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,0,0%,0,46,0,0,0,Shopping,Target ROAS,--
2023-07-12,Paused,Sales-Search-36 Cables S,--,GBP,1,Daily,Paused,campaign paused; unknown,0,0%,0,1,0,0,0,Search,Maximize Conversion Value (Target ROAS),--
2023-07-22,Paused,Sales-Search-36 Cables S,--,GBP,1,Daily,Paused,campaign paused; unknown,3,100%,0.09,3,0.09,0.28,0,Search,Maximize Conversion Value (Target ROAS),--
2023-09-07,Paused,Top Selling 02/09/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,2,1.06%,0.25,189,0.25,0.5,0,Shopping,Target ROAS,--
2023-06-19,Paused,Sales-Search-36 Cables S,--,GBP,1,Daily,Paused,campaign paused; unknown,1,16.67%,0.02,6,0.02,0.02,0,Search,Maximize Conversion Value (Target ROAS),--
2023-10-05,Paused,Top Selling 02/09/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,2,0.48%,0.3,416,0.3,0.59,0,Shopping,Target ROAS,--
2023-07-08,Paused,Sales-Search-36 Cables S,--,GBP,1,Daily,Paused,campaign paused; unknown,3,60%,0.02,5,0.02,0.06,18.17,Search,Maximize Conversion Value (Target ROAS),--
2023-07-19,Paused,Sales-Search-36 Cables S,--,GBP,1,Daily,Paused,campaign paused; unknown,0,0%,0,5,0,0,0,Search,Maximize Conversion Value (Target ROAS),--
2023-07-26,Paused,Sales-Search-36 Cables S,--,GBP,1,Daily,Paused,campaign paused; unknown,0,0%,0,2,0,0,0,Search,Maximize Conversion Value (Target ROAS),--
2023-09-10,Paused,Top Selling 02/09/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,7,1.14%,0.23,615,0.23,1.62,0,Shopping,Target ROAS,--
2024-05-07,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,6,1.32%,0.34,454,0.34,2.05,0,Performance Max,Maximize Conversion Value,SAJE
2024-04-01,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,16,1.22%,0.45,1308,0.4,7.25,7.48,Performance Max,Maximize Conversion Value,SAJE
2024-03-15,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,21,1.04%,0.46,2016,0.34,9.73,0,Performance Max,Maximize Conversion Value,SAJE
2024-04-09,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,4,0.61%,0.21,661,0.14,0.84,0,Performance Max,Maximize Conversion Value,SAJE
2024-04-06,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,23,1.50%,0.29,1535,0.24,6.73,0,Performance Max,Maximize Conversion Value,SAJE
2024-01-27,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,8,5%,0.45,160,0.4,3.63,68.46,Performance Max,Maximize Conversion Value,SAJE
2024-02-07,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,8,3.08%,0.49,260,0.43,3.89,0,Performance Max,Maximize Conversion Value,SAJE
2024-04-29,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,5,0.75%,0.63,669,0.29,3.14,0,Performance Max,Maximize Conversion Value,SAJE
2024-04-16,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,13,1.55%,0.41,839,0.33,5.34,0,Performance Max,Maximize Conversion Value,SAJE
2024-05-09,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,5,0.86%,0.27,583,0.27,1.35,0,Performance Max,Maximize Conversion Value,SAJE
2024-02-28,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,23,2.01%,0.88,1142,0.78,20.22,9.58,Performance Max,Maximize Conversion Value,SAJE
2024-04-20,Enabled,SHOPTIMISED-PMax-LED-MOUDLES SHOPTI-with asset~sajeepan,--,GBP,5,Daily,Eligible (Limited),limited by budget; unknown,18,1.15%,0.37,1571,0.23,6.62,0,Performance Max,Maximize Conversion Value,SAJE
2024-04-29,Enabled,g-css-NO IMPRESSIONS PRODUCTS~susain,--,GBP,2,Daily,Eligible,unknown,9,0.78%,0.55,1155,0.55,4.95,0,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-05-03,Enabled,g-css-NO IMPRESSIONS PRODUCTS~susain,--,GBP,2,Daily,Eligible,unknown,12,0.73%,0.67,1639,0.43,8.09,0,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-05-06,Enabled,g-css-NO IMPRESSIONS PRODUCTS~susain,--,GBP,2,Daily,Eligible,unknown,15,1.16%,0.52,1297,0.41,7.87,14.18,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2023-08-10,Paused,Ledsone All Lights,--,GBP,3,Daily,Paused,campaign paused; campaign ended; unknown,46,1.03%,0.22,4466,0.22,10.1,37.85,Shopping,Target ROAS,--
2024-03-03,Enabled,Shoptimize_Vendor_Lampshade_P-Max~P,--,GBP,2,Daily,Eligible,unknown,5,0.46%,0.27,1078,0.23,1.37,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-03-01,Enabled,Shoptimize_Vendor_Lampshade_P-Max~P,--,GBP,2,Daily,Eligible,unknown,8,1.32%,0.19,607,0.19,1.52,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-12,Paused,Ledsone All Lights,--,GBP,3,Daily,Paused,campaign paused; campaign ended; unknown,5,0.67%,0.23,742,0.23,1.15,0,Shopping,Target ROAS,--
2024-04-22,Enabled,Shoptimize_Vendor_Lampshade_P-Max~P,--,GBP,2,Daily,Eligible,unknown,0,0%,0,31,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-02-25,Enabled,Shoptimize_Vendor_Lampshade_P-Max~P,--,GBP,2,Daily,Eligible,unknown,11,1.07%,0.27,1032,0.27,3,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-03-20,Enabled,Shoptimize_Vendor_Lampshade_P-Max~P,--,GBP,2,Daily,Eligible,unknown,18,1.39%,0.32,1296,0.32,5.73,0.14,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-03-15,Enabled,Shoptimize_Vendor_Lampshade_P-Max~P,--,GBP,2,Daily,Eligible,unknown,21,0.62%,0.3,3377,0.28,6.23,20.03,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-03-21,Paused,google css- best pro-susain,--,GBP,2,Daily,Paused,campaign paused; unknown,2,1.16%,0.99,173,0.99,1.98,0,Performance Max,Maximize Conversion Value,--
2024-04-30,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,6,0.87%,0.44,689,0.44,2.62,0,Shopping,Target ROAS,DUSHAN
2024-02-22,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,1,0.55%,0.2,182,0.2,0.2,0,Shopping,Target ROAS,DUSHAN
2024-05-11,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,0,0%,0,4,0,0,0,Shopping,Target ROAS,DUSHAN
2024-02-27,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,10,1.62%,0.32,616,0.32,3.19,0,Shopping,Target ROAS,DUSHAN
2024-04-01,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,8,1.36%,0.18,590,0.18,1.46,6.78,Shopping,Target ROAS,DUSHAN
2024-03-09,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,0,0%,0,322,0,0,0,Shopping,Target ROAS,DUSHAN
2024-02-17,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,1,0.64%,0.1,156,0.1,0.1,0,Shopping,Target ROAS,DUSHAN
2024-04-09,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,3,0.75%,0.15,402,0.15,0.45,0,Shopping,Target ROAS,DUSHAN
2024-04-21,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,0,0%,0,361,0,0,0,Shopping,Target ROAS,DUSHAN
2024-03-19,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,12,1.02%,0.56,1173,0.56,6.76,98.89,Shopping,Target ROAS,DUSHAN
2024-02-06,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,14,0.80%,0.22,1758,0.22,3.11,0,Shopping,Target ROAS,DUSHAN
2024-02-19,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,2,0.56%,0.16,357,0.16,0.31,0,Shopping,Target ROAS,DUSHAN
2024-05-15,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,0,0%,0,2,0,0,0,Shopping,Target ROAS,DUSHAN
2024-03-25,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,9,1.33%,0.29,676,0.29,2.65,0,Shopping,Target ROAS,DUSHAN
2024-03-08,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,0,0%,0,64,0,0,0,Shopping,Target ROAS,DUSHAN
2024-04-16,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,6,0.93%,0.27,646,0.27,1.59,6.58,Shopping,Target ROAS,DUSHAN
2024-03-24,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,2,0.80%,0.78,249,0.78,1.56,0,Shopping,Target ROAS,DUSHAN
2024-02-09,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,1,2.04%,0.16,49,0.16,0.16,0,Shopping,Target ROAS,DUSHAN
2024-03-05,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,1,0.83%,4.45,121,4.45,4.45,39.23,Shopping,Target ROAS,DUSHAN
2024-03-13,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,0,0%,0,75,0,0,0,Shopping,Target ROAS,DUSHAN
2024-03-04,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,5,1.49%,0.25,336,0.25,1.24,0,Shopping,Target ROAS,DUSHAN
2024-03-28,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,3,0.98%,0.39,305,0.39,1.17,0,Shopping,Target ROAS,DUSHAN
2024-02-23,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,1,1.35%,0.11,74,0.11,0.11,0,Shopping,Target ROAS,DUSHAN
2024-04-19,Enabled,2/6/2024  Google Css Shopping ~Thushanth,--,GBP,4.1,Daily,Eligible,unknown,0,0%,0,288,0,0,0,Shopping,Target ROAS,DUSHAN
2024-02-07,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,9,0.99%,0.89,908,0.89,7.98,59.17,Performance Max,Maximize Conversion Value,DUSHAN
2024-01-27,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,14,0.99%,0.45,1420,0.45,6.26,0,Performance Max,Maximize Conversion Value,DUSHAN
2023-12-07,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,1,1.61%,6.95,62,6.95,6.95,0,Performance Max,Maximize Conversion Value,DUSHAN
2024-01-11,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,11,1.32%,0.54,831,0.54,5.99,66.68,Performance Max,Maximize Conversion Value,DUSHAN
2024-01-14,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,10,0.71%,0.51,1410,0.51,5.05,0,Performance Max,Maximize Conversion Value,DUSHAN
2024-05-05,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,7,0.67%,0.33,1051,0.29,2.31,48.6,Performance Max,Maximize Conversion Value,DUSHAN
2023-12-17,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,7,0.45%,0.84,1562,0.84,5.88,35.64,Performance Max,Maximize Conversion Value,DUSHAN
2023-12-09,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,5,0.78%,1.23,637,1.23,6.13,0,Performance Max,Maximize Conversion Value,DUSHAN
2023-12-06,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,7,1.16%,1.24,605,1.24,8.71,0,Performance Max,Maximize Conversion Value,DUSHAN
2024-01-18,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,10,1.94%,0.48,516,0.48,4.81,13.78,Performance Max,Maximize Conversion Value,DUSHAN
2024-05-08,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,7,1.37%,0.77,510,0.77,5.4,9.39,Performance Max,Maximize Conversion Value,DUSHAN
2024-01-21,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,11,0.68%,0.47,1627,0.47,5.16,51.39,Performance Max,Maximize Conversion Value,DUSHAN
2024-02-04,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,16,1.45%,0.48,1104,0.48,7.71,106.01,Performance Max,Maximize Conversion Value,DUSHAN
2024-02-26,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,2,0.33%,1.8,603,1.8,3.6,0,Performance Max,Maximize Conversion Value,DUSHAN
2024-03-19,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,14,0.75%,0.47,1868,0.41,6.59,4.08,Performance Max,Maximize Conversion Value,KLARNA-all
2024-04-26,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,49,0.86%,0.28,5715,0.26,13.61,49.32,Performance Max,Maximize Conversion Value,KLARNA-all
2024-04-12,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,52,0.88%,0.28,5879,0.28,14.39,19.2,Performance Max,Maximize Conversion Value,KLARNA-all
2024-04-14,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,49,1.20%,0.34,4072,0.34,16.85,6.65,Performance Max,Maximize Conversion Value,KLARNA-all
2024-04-02,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,53,0.96%,0.28,5497,0.28,14.67,217.88,Performance Max,Maximize Conversion Value,KLARNA-all
2024-04-19,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,45,1.05%,0.27,4268,0.27,12.27,53.83,Performance Max,Maximize Conversion Value,KLARNA-all
2024-03-17,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,30,0.78%,0.31,3868,0.31,9.26,0,Performance Max,Maximize Conversion Value,KLARNA-all
2024-04-09,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,34,1.03%,0.32,3306,0.32,10.97,2.79,Performance Max,Maximize Conversion Value,KLARNA-all
2024-04-11,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,61,1.05%,0.26,5822,0.26,16.01,76.1,Performance Max,Maximize Conversion Value,KLARNA-all
2024-04-05,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,57,0.90%,0.32,6348,0.32,18.28,39.96,Performance Max,Maximize Conversion Value,KLARNA-all
2024-04-06,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,36,0.87%,0.35,4149,0.35,12.66,36.94,Performance Max,Maximize Conversion Value,KLARNA-all
2024-03-14,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,13,1.48%,0.35,879,0.32,4.51,0,Performance Max,Maximize Conversion Value,KLARNA-all
2024-05-08,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,27,1.29%,0.25,2090,0.24,6.87,28.66,Performance Max,Maximize Conversion Value,KLARNA-all
2024-03-11,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,19,1.22%,0.33,1552,0.33,6.25,13.93,Performance Max,Maximize Conversion Value,KLARNA-all
2024-03-22,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,17,0.90%,0.21,1898,0.21,3.63,33.93,Performance Max,Maximize Conversion Value,KLARNA-all
2024-05-11,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,24,0.95%,0.28,2519,0.28,6.7,0,Performance Max,Maximize Conversion Value,KLARNA-all
2024-03-29,Enabled,Klarna all pro - M,--,GBP,5,Daily,Eligible,unknown,21,1.06%,0.27,1990,0.27,5.61,15.67,Performance Max,Maximize Conversion Value,KLARNA-all
2023-08-27,Removed,Easy Fit Lamp Shades 23/08/2023,--,GBP,2,Daily,Removed,campaign removed; limited by budget; unknown,24,0.76%,0.23,3162,0.23,5.52,35.04,Shopping,CPC (enhanced),--
2023-10-30,Paused,High Conversion Product 18/10,--,GBP,0.1,Daily,Paused,campaign paused; unknown,4,0.72%,0.2,553,0.2,0.8,0,Shopping,CPC (enhanced),--
2023-08-10,Paused,Performance Max-19Spiderlight,--,GBP,1,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,3,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-06-15,Paused,Performance Max-19Spiderlight,--,GBP,1,Daily,Paused,campaign paused; most asset groups under review,48,8.82%,0.22,544,0.22,10.75,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-10-17,Paused,High Conversion Product 18/10,--,GBP,0.1,Daily,Paused,campaign paused; unknown,0,0%,0,8,0,0,0,Shopping,CPC (enhanced),--
2023-06-22,Paused,Performance Max-19Spiderlight,--,GBP,1,Daily,Paused,campaign paused; most asset groups under review,16,0.89%,0.32,1802,0.32,5.09,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-11-17,Paused,High Conversion Product 18/10,--,GBP,0.1,Daily,Paused,campaign paused; unknown,0,0%,0,8,0,0,0,Shopping,CPC (enhanced),--
2024-05-02,Enabled,Shoptimised-No impression-sajee,--,GBP,2,Daily,Eligible,unknown,23,0.68%,0.74,3359,0.53,16.91,26.78,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-11,Enabled,Shoptimised-No impression-sajee,--,GBP,2,Daily,Eligible,unknown,13,1.39%,0.56,932,0.56,7.28,26.46,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-13,Enabled,Shoptimised-No impression-sajee,--,GBP,2,Daily,Eligible,unknown,3,1.99%,1.41,151,1.41,4.23,0,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-06,Enabled,Shoptimised-No impression-sajee,--,GBP,2,Daily,Eligible,unknown,26,1.18%,0.34,2206,0.34,8.89,0,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-04,Enabled,Shoptimised-No impression-sajee,--,GBP,2,Daily,Eligible,unknown,12,0.83%,0.54,1453,0.38,6.42,39.96,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-01-23,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,19,0.63%,0.36,3034,0.33,6.91,97.85,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-01-24,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,18,1.25%,0.26,1439,0.24,4.62,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-04-22,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,28,0.63%,0.34,4444,0.34,9.57,83.29,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-01-18,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,0,0%,0,102,0.01,0.01,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-09,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,29,0.81%,0.31,3577,0.31,9.03,0.2,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-01-13,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,1,0.37%,0.11,270,0.11,0.11,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-04-20,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,30,1.02%,0.39,2955,0.39,11.73,8.29,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-14,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,19,1.12%,0.48,1697,0.48,9.06,82.29,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-01-10,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,15,1.23%,0.31,1222,0.2,4.71,12.01,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-01-05,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,4,4.40%,0.53,91,0.53,2.13,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-01,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,10,2.21%,0.34,453,0.34,3.43,137.25,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-17,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,25,1.26%,0.44,1979,0.44,10.88,13.55,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-26,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,27,1.03%,0.44,2610,0.44,11.77,18.57,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-04-25,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,14,1.04%,0.19,1346,0.19,2.63,115.04,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-27,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,27,1.22%,0.25,2218,0.24,6.8,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2023-11-23,Paused,Shoptimize All 03 (Selected),--,GBP,2,Daily,Paused,campaign paused; unknown,29,1.33%,0.15,2173,0.15,4.35,0,Shopping,Target ROAS,--
2023-10-18,Paused,Shoptimize All 03 (Selected),--,GBP,2,Daily,Paused,campaign paused; unknown,191,1.04%,0.27,18322,0.27,50.75,809.6,Shopping,Target ROAS,--
2023-08-24,Paused,Performance Max-21 Cabels,--,GBP,3,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,2,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-28,Paused,Performance Max-21 Cabels,--,GBP,3,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,141,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-12,Paused,Performance Max-21 Cabels,--,GBP,3,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,23,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-06-19,Paused,Performance Max-21 Cabels,--,GBP,3,Daily,Paused,campaign paused; most asset groups under review,5,2.46%,0.79,203,0.79,3.93,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-23,Paused,Shoptimize All 03 (Selected),--,GBP,2,Daily,Paused,campaign paused; unknown,92,1.02%,0.15,9039,0.15,13.47,232.28,Shopping,Target ROAS,--
2023-06-20,Paused,Performance Max-21 Cabels,--,GBP,3,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,39,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-25,Paused,Performance Max-21 Cabels,--,GBP,3,Daily,Paused,campaign paused; most asset groups under review,2,1.22%,0.75,164,0.75,1.5,17.13,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-08,Paused,Performance Max-21 Cabels,--,GBP,3,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,3,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-05,Paused,Performance Max-21 Cabels,--,GBP,3,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,11,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-03,Paused,Shoptimize All 03 (Selected),--,GBP,2,Daily,Paused,campaign paused; unknown,107,0.97%,0.23,10991,0.23,25.13,116.48,Shopping,Target ROAS,--
2023-09-16,Paused,Performance Max-21 Cabels,--,GBP,3,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,21,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-07-25,Paused,Performance Max-21 Cabels,--,GBP,3,Daily,Paused,campaign paused; most asset groups under review,1,0.55%,0.31,181,0.31,0.31,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-10-19,Paused,Shoptimize All 03 (Selected),--,GBP,2,Daily,Paused,campaign paused; unknown,200,1.05%,0.26,19126,0.26,51.19,610.13,Shopping,Target ROAS,--
