Day,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Clicks,CTR,Avg. CPC,Impr.,Avg. cost,Cost,Conv. value,Campaign type,Bid strategy type,Campaign group
2024-04-27,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,16,0.92%,0.48,1747,0.48,7.67,0.13,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-04-08,Enabled,g-css-ALL-sep by asset group~susain,--,GBP,5,Daily,Eligible,unknown,38,0.91%,0.34,4156,0.34,12.76,62.54,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-01-26,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,7,1.64%,0.87,428,0.87,6.06,38.33,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-02-22,Enabled,g-css-ALL-sep by asset group~susain,--,GBP,5,Daily,Eligible,unknown,11,0.89%,0.28,1231,0.28,3.03,0,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-04-23,Enabled,g-css-ALL-sep by asset group~susain,--,GBP,5,Daily,Eligible,unknown,41,0.75%,0.31,5442,0.29,12.57,18.72,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-05-08,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,13,1.90%,0.5,684,0.47,6.54,42.88,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2023-12-23,Enabled,g-css-ALL-sep by asset group~susain,--,GBP,5,Daily,Eligible,unknown,35,0.75%,0.26,4642,0.26,8.97,50.27,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-01-10,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,2,0.75%,0.32,267,0.11,0.64,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-01-20,Enabled,g-css-ALL-sep by asset group~susain,--,GBP,5,Daily,Eligible,unknown,87,0.74%,0.28,11730,0.28,24.68,79.93,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-02-09,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,14,1.76%,0.38,797,0.38,5.27,5.02,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-05-10,Enabled,g-css-ALL-sep by asset group~susain,--,GBP,5,Daily,Eligible,unknown,29,1.28%,0.67,2264,0.52,19.35,6.98,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2023-09-30,Paused,Switch Product hero 23/08/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,1,2.70%,0.22,37,0.22,0.22,0,Shopping,CPC (enhanced),--
2023-10-02,Paused,Switch Product hero 23/08/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,0,0%,0,98,0,0,0,Shopping,CPC (enhanced),--
2023-10-04,Paused,Switch Product hero 23/08/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,0,0%,0,26,0,0,0,Shopping,CPC (enhanced),--
2023-08-25,Removed,04/08/2023 All Campaign,--,GBP,2,Daily,Removed,campaign removed; unknown,3,2.46%,0.14,122,0.14,0.42,0,Shopping,CPC (enhanced),--
2024-02-17,Removed,GOOGLE vendors bulbs-pmax ~susain,--,GBP,1,Daily,Removed,campaign removed; unknown,8,0.65%,0.46,1233,0.28,3.65,19.67,Performance Max,Maximize Conversion Value,--
2023-11-18,Paused,Transformer Product hero 01/09/2023,--,GBP,0.5,Daily,Paused,campaign paused; unknown,0,0%,0,2,0,0,0,Shopping,Target ROAS,--
2024-02-09,Removed,"DISPLAY CAMPAIGN-05,01,24~susain",--,GBP,0.05,Daily,Removed,campaign removed; unknown,1,0.85%,0.05,118,0.05,0.05,0,Display,Maximize Conversion Value,--
2023-11-24,Paused,Transformer Product hero 01/09/2023,--,GBP,0.5,Daily,Paused,campaign paused; unknown,0,0%,0,3,0,0,0,Shopping,Target ROAS,--
2024-02-27,Removed,GOOGLE vendors bulbs-pmax ~susain,--,GBP,1,Daily,Removed,campaign removed; unknown,1,0.34%,1.11,296,1.11,1.11,0,Performance Max,Maximize Conversion Value,--
2023-07-30,Paused,DC 12V Driver 21/07/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,2,0.44%,1.72,459,1.72,3.43,0,Shopping,Target ROAS,--
2023-07-28,Paused,DC 12V Driver 21/07/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,2,2.17%,0.72,92,0.72,1.43,0,Shopping,Target ROAS,--
2023-07-27,Paused,Performance Max-25 TRANSFORMER,--,GBP,2,Daily,Paused,campaign paused; most asset groups under review,5,1.25%,0.16,401,0.16,0.78,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-07-07,Paused,Performance Max-25 TRANSFORMER,--,GBP,2,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,25,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-08-01,Paused,DC 12V Driver 21/07/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,4,0.70%,0.4,574,0.4,1.61,0,Shopping,Target ROAS,--
2024-04-25,Enabled,Shoptimize_Vendor_Lampshade_P-Max~P,--,GBP,2,Daily,Eligible,unknown,6,1.38%,0.65,434,0.65,3.87,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-02-05,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,12,0.86%,0.39,1388,0.39,4.67,0,Performance Max,Maximize Conversion Value,DUSHAN
2024-05-14,Enabled,Shoptimised-Performance Max-Clock-sajee,--,GBP,5,Daily,Eligible (Learning),bidding strategy learning; unknown,1,2.04%,0.27,49,0.27,0.27,0,Performance Max,Maximize Conversion Value,SAJE
2024-01-08,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,19,0.90%,0.44,2119,0.44,8.44,44.18,Performance Max,Maximize Conversion Value,DUSHAN
2024-01-12,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,4,0.88%,0.43,456,0.43,1.7,0,Performance Max,Maximize Conversion Value,DUSHAN
2024-01-22,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,9,0.58%,0.68,1541,0.68,6.15,10.29,Performance Max,Maximize Conversion Value,DUSHAN
2024-02-06,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,10,0.68%,0.35,1463,0.35,3.46,0,Performance Max,Maximize Conversion Value,DUSHAN
2024-05-15,Enabled,Shoptimised-Performance Max-Clock-sajee,--,GBP,5,Daily,Eligible (Learning),bidding strategy learning; unknown,0,0%,0,51,0,0,0,Performance Max,Maximize Conversion Value,SAJE
2024-01-24,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,6,1.67%,0.71,359,0.71,4.26,0,Performance Max,Maximize Conversion Value,DUSHAN
2024-01-19,Enabled,Thushanthuuu=SHP=CLICK AND CONVERTEDNEW Led Bulbs,--,GBP,3,Daily,Eligible,unknown,8,0.62%,0.49,1294,0.49,3.88,48.57,Performance Max,Maximize Conversion Value,DUSHAN
2024-03-28,Paused,KLARNA_Lampholder_P MAX_31/1.2024~Pirakash,--,GBP,2,Daily,Paused,campaign paused; unknown,3,37.50%,1.29,8,1.29,3.86,0,Performance Max,Maximize Conversion Value,--
2024-03-10,Paused,KLARNA_Lampholder_P MAX_31/1.2024~Pirakash,--,GBP,2,Daily,Paused,campaign paused; unknown,3,2.13%,0.66,141,0.66,1.99,0,Performance Max,Maximize Conversion Value,--
2024-03-06,Paused,KLARNA_Lampholder_P MAX_31/1.2024~Pirakash,--,GBP,2,Daily,Paused,campaign paused; unknown,7,2.75%,2,255,2,14.02,0,Performance Max,Maximize Conversion Value,--
2024-03-29,Paused,KLARNA_Lampholder_P MAX_31/1.2024~Pirakash,--,GBP,2,Daily,Paused,campaign paused; unknown,1,25%,0.1,4,0.05,0.1,0,Performance Max,Maximize Conversion Value,--
2023-11-17,Paused,Performance Max-44 50% off black friday,--,GBP,0.1,Daily,Paused,campaign paused; most asset groups under review,1,0.63%,0.1,159,0.1,0.1,0,Performance Max,Maximize Conversion Value,--
2024-02-25,Paused,KLARNA_Lampholder_P MAX_31/1.2024~Pirakash,--,GBP,2,Daily,Paused,campaign paused; unknown,9,1.15%,0.68,780,0.61,6.11,0,Performance Max,Maximize Conversion Value,--
2024-02-16,Paused,KLARNA_Lampholder_P MAX_31/1.2024~Pirakash,--,GBP,2,Daily,Paused,campaign paused; unknown,18,1.13%,0.32,1595,0.25,5.73,13.69,Performance Max,Maximize Conversion Value,--
2024-04-16,Paused,KLARNA_Lampholder_P MAX_31/1.2024~Pirakash,--,GBP,2,Daily,Paused,campaign paused; unknown,2,33.33%,1.43,6,0.95,2.85,0,Performance Max,Maximize Conversion Value,--
2024-03-20,Paused,KLARNA_Lampholder_P MAX_31/1.2024~Pirakash,--,GBP,2,Daily,Paused,campaign paused; unknown,5,25%,0.63,20,0.63,3.13,0,Performance Max,Maximize Conversion Value,--
2024-02-04,Paused,KLARNA_Lampholder_P MAX_31/1.2024~Pirakash,--,GBP,2,Daily,Paused,campaign paused; unknown,7,100%,0.07,7,0.07,0.46,0,Performance Max,Maximize Conversion Value,--
2023-06-14,Paused,Performance Max-19Spiderlight,--,GBP,1,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,84,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-06-30,Paused,Performance Max-19Spiderlight,--,GBP,1,Daily,Paused,campaign paused; most asset groups under review,0,0%,0,3,0,0,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-01-15,Paused,NEW Led Bulbs M 29/11/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,7,0.95%,0.25,739,0.25,1.73,5.39,Shopping,CPC (enhanced),--
2024-02-26,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,11,1.39%,0.23,789,0.23,2.52,53.99,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-05-10,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,18,0.95%,0.27,1885,0.26,4.89,12.47,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-03,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,7,2.21%,0.37,317,0.37,2.61,107.9,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-02-29,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,18,0.84%,0.44,2137,0.44,8,34.1,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-02-27,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,1,0.98%,0.79,102,0.79,0.79,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-25,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,27,0.68%,0.41,3953,0.41,11.14,24.12,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-01-30,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,1,4%,0.38,25,0.38,0.38,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-04-19,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,25,0.59%,0.38,4235,0.38,9.52,0.02,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-18,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,14,0.70%,0.46,1989,0.46,6.49,27.36,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-06,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,21,0.55%,0.41,3828,0.41,8.54,147.1,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-02-20,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,25,0.64%,0.34,3913,0.32,8.42,7.64,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-11,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,31,0.81%,0.27,3836,0.27,8.24,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-02-01,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,3,2.48%,0.75,121,0.75,2.25,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-02-22,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,3,0.85%,0.5,355,0.38,1.5,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-02-13,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,10,0.76%,0.23,1309,0.23,2.27,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-02-15,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,8,0.89%,0.34,896,0.34,2.71,11.58,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-24,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,24,0.84%,0.31,2861,0.31,7.44,9.5,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-01-19,Enabled,GOOGLE-CSS-pmax-Accessories-with asset-~susain,--,GBP,6,Daily,Eligible (Limited),limited by budget; unknown,18,0.75%,0.34,2394,0.3,6.1,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-05-07,Paused,google css- pmax-TAPE~susain,--,GBP,2,Daily,Paused,campaign paused; unknown,3,0.20%,0.76,1523,0.11,2.27,0,Performance Max,Maximize Conversion Value,--
2023-11-27,Paused,All product 27/11/2023,--,GBP,14,Daily,Paused,campaign paused; unknown,23,1.15%,0.23,2001,0.23,5.28,21.49,Shopping,CPC (enhanced),--
2024-05-11,Enabled,Shoptimised-Impression no click-sajee,--,GBP,2,Daily,Eligible,unknown,12,0.86%,0.62,1392,0.58,7.5,0,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-13,Enabled,Shoptimised-Impression no click-sajee,--,GBP,2,Daily,Eligible,unknown,12,0.84%,0.49,1424,0.37,5.88,36.24,Performance Max,Maximize Conversion Value,Shoptimised-46
2024-05-10,Enabled,Shoptimised-Impression no click-sajee,--,GBP,2,Daily,Eligible,unknown,10,0.32%,0.71,3083,0.71,7.13,0,Performance Max,Maximize Conversion Value,Shoptimised-46
2023-09-21,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,4,0.50%,0.2,799,0.2,0.79,13.85,Shopping,Target ROAS,--
2023-09-15,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,5,0.77%,0.19,652,0.19,0.94,0,Shopping,Target ROAS,--
2023-09-10,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,7,0.76%,0.19,921,0.19,1.36,20.92,Shopping,Target ROAS,--
2023-11-08,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,1,2.27%,0.53,44,0.53,0.53,0,Shopping,Target ROAS,--
2023-11-03,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,0,0%,0,41,0,0,0,Shopping,Target ROAS,--
2023-09-24,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,6,0.37%,0.19,1611,0.19,1.16,0,Shopping,Target ROAS,--
2023-11-17,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,0,0%,0,73,0,0,0,Shopping,Target ROAS,--
2023-11-15,Paused,Cables  01/09/2023,--,GBP,5,Daily,Paused,campaign paused; unknown,3,0.26%,0.52,1137,0.52,1.55,0,Shopping,Target ROAS,--
2023-12-12,Removed,new all  04/12/2023,--,GBP,5,Daily,Removed,campaign removed; unknown,0,0%,0,2,0,0,0,Shopping,Target ROAS,--
2024-05-09,Enabled,google css- transformers-Thushanthu,--,GBP,5,Daily,Eligible,unknown,0,0%,0,1,0,0,0,Shopping,Target ROAS,DUSHAN
2024-04-15,Enabled,Shoptimised-VENDOR_WALL_LIGHT- P-Max ~sajeepan,--,GBP,5,Daily,Eligible,unknown,16,0.87%,0.29,1840,0.29,4.58,0,Performance Max,Maximize Conversion Value,SAJE
2024-03-05,Enabled,Shoptimised-VENDOR_WALL_LIGHT- P-Max ~sajeepan,--,GBP,5,Daily,Eligible,unknown,28,1.33%,0.3,2101,0.3,8.49,0,Performance Max,Maximize Conversion Value,SAJE
2024-04-13,Enabled,Google css-S_opt-All- P_MAX -5/3/2024~susain,--,GBP,2,Daily,Eligible,unknown,26,0.85%,0.92,3071,0.8,24.02,121.63,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-02-28,Enabled,Shoptimised-VENDOR_WALL_LIGHT- P-Max ~sajeepan,--,GBP,5,Daily,Eligible,unknown,6,1.42%,0.29,422,0.24,1.71,26.8,Performance Max,Maximize Conversion Value,SAJE
2024-04-02,Enabled,Shoptimised-VENDOR_WALL_LIGHT- P-Max ~sajeepan,--,GBP,5,Daily,Eligible,unknown,0,0%,0,24,0,0,0,Performance Max,Maximize Conversion Value,SAJE
2024-04-18,Enabled,Shoptimised-VENDOR_WALL_LIGHT- P-Max ~sajeepan,--,GBP,5,Daily,Eligible,unknown,12,2.51%,0.27,478,0.27,3.22,0.87,Performance Max,Maximize Conversion Value,SAJE
2024-05-12,Enabled,g-css- IMPRESSIONS  -NO CLICKS~susain,--,GBP,2,Daily,Eligible,unknown,21,1.47%,0.46,1429,0.33,9.65,0,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2023-10-13,Paused,Performance Max-26 product hero,--,GBP,1,Daily,Paused,campaign paused; unknown,8,0.79%,0.19,1007,0.19,1.5,4.91,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-11-19,Paused,Top selling Transformer,--,GBP,0.1,Daily,Paused,campaign paused; unknown,0,0%,0,132,0,0,0,Shopping,Target ROAS,--
2023-08-29,Paused,Performance Max-26 product hero,--,GBP,1,Daily,Paused,campaign paused; unknown,1,1.01%,0.5,99,0.5,0.5,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2023-09-14,Paused,Performance Max-26 product hero,--,GBP,1,Daily,Paused,campaign paused; unknown,6,1.21%,0.15,494,0.15,0.89,1.26,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-02-13,Enabled,Performance Max-Vendor Pendant lights - GOOGLE~Lavan,--,GBP,20,Daily,Eligible,unknown,14,1.24%,0.47,1125,0.47,6.55,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-04-20,Enabled,Performance Max-Vendor Pendant lights - GOOGLE~Lavan,--,GBP,20,Daily,Eligible,unknown,3,0.74%,0.7,405,0.7,2.11,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-02-25,Removed,GOOGLE CSS- manuval CPC TO ROAS- Susain 23/02/24,--,GBP,15,Daily,Removed,campaign removed; unknown,35,1.12%,0.23,3113,0.23,7.96,0,Shopping,Target ROAS,--
2024-03-24,Enabled,Performance Max-Vendor Pendant lights - GOOGLE~Lavan,--,GBP,20,Daily,Eligible,unknown,22,1.22%,0.27,1810,0.24,6.02,0,Performance Max,Maximize Conversion Value (Target ROAS),--
2024-05-09,Enabled,PMax: GOOGLE CSS-Ceiling Rose_Fitting CPC~sajeepan,--,GBP,6,Daily,Eligible,unknown,7,16.67%,0.58,42,0.58,4.04,50.21,Performance Max,Maximize Conversion Value,SAJE
2024-03-25,Enabled,PMax: GOOGLE CSS-Ceiling Rose_Fitting CPC~sajeepan,--,GBP,6,Daily,Eligible,unknown,4,15.38%,0.51,26,0.51,2.04,0,Performance Max,Maximize Conversion Value,SAJE
2024-03-07,Enabled,PMax: GOOGLE CSS-Ceiling Rose_Fitting CPC~sajeepan,--,GBP,6,Daily,Eligible,unknown,10,1.49%,0.44,672,0.44,4.4,7.58,Performance Max,Maximize Conversion Value,SAJE
2024-03-24,Enabled,PMax: GOOGLE CSS-Ceiling Rose_Fitting CPC~sajeepan,--,GBP,6,Daily,Eligible,unknown,3,50%,0.03,6,0.03,0.1,0,Performance Max,Maximize Conversion Value,SAJE
2024-03-15,Enabled,PMax: GOOGLE CSS-Ceiling Rose_Fitting CPC~sajeepan,--,GBP,6,Daily,Eligible,unknown,4,0.40%,2.05,995,1.03,8.22,0,Performance Max,Maximize Conversion Value,SAJE
2023-07-09,Removed,Target ROAS experiment - All Product 2,--,GBP,2,Daily,Removed,campaign removed; campaign ended; unknown,7,0.76%,0.15,921,0.15,1.08,0,Shopping,Target ROAS,--
2024-02-29,Enabled,g-css-ALL-sep by asset group~susain,--,GBP,5,Daily,Eligible,unknown,15,0.93%,0.38,1621,0.38,5.77,0,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-01-11,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,6,2.03%,1.06,296,0.7,6.34,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-04-21,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,28,0.90%,0.51,3117,0.47,14.25,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-02-26,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,3,3.61%,0.65,83,0.65,1.96,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-04-26,Enabled,g-css-ALL-sep by asset group~susain,--,GBP,5,Daily,Eligible,unknown,46,0.97%,0.39,4734,0.39,18.09,140.11,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-02-19,Enabled,g-css-ALL-sep by asset group~susain,--,GBP,5,Daily,Eligible,unknown,69,1.02%,0.44,6763,0.44,30.55,168.47,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-03-29,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,27,0.92%,0.38,2942,0.38,10.27,34.67,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2023-12-25,Enabled,g-css-ALL-sep by asset group~susain,--,GBP,5,Daily,Eligible,unknown,22,0.98%,0.25,2242,0.25,5.57,1.87,Performance Max,Maximize Conversion Value,Google-CSS- All pro-SEP
2024-03-01,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,7,0.91%,0.62,771,0.62,4.35,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-03-10,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,22,1.48%,0.37,1490,0.36,8.24,204.68,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-02-28,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,4,0.77%,0.72,517,0.72,2.9,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-01-13,Enabled,GOOGLE CSS-Pmax-TRANSFORMERS-with asset~susain,--,GBP,10,Daily,Eligible (Limited),limited by budget; unknown,0,0%,0,17,0,0,0,Performance Max,Maximize Conversion Value,Google CSS-SEP ASSET
2024-01-11,Removed,GOOGLE-Performance Max-google c-am,--,GBP,0.01,Daily,Removed,campaign removed; unknown,5,1.46%,1.38,342,1.38,6.92,0,Performance Max,Maximize Conversion Value,--
2023-08-27,Paused,Sales-Search-63 11/08/2023,--,GBP,6.1,Daily,Paused,campaign paused; campaign ended; unknown,5,0.61%,0.45,824,0.45,2.24,0,Search,Maximize Conversion Value (Target ROAS),--
2024-01-23,Removed,GOOGLE-Performance Max-google c-am,--,GBP,0.01,Daily,Removed,campaign removed; unknown,1,0.93%,0.53,107,0.53,0.53,0,Performance Max,Maximize Conversion Value,--
2023-08-22,Paused,Sales-Search-63 11/08/2023,--,GBP,6.1,Daily,Paused,campaign paused; campaign ended; unknown,1,1.92%,0.99,52,0.99,0.99,0,Search,Maximize Conversion Value (Target ROAS),--
2024-03-06,Paused,SHOPTIMISED-PMAX_Wall_Light_20/01/2023~Pirakash.,--,GBP,4,Daily,Paused,campaign paused; unknown,0,0%,0,59,0,0,0,Performance Max,Maximize Conversion Value,--
2024-01-26,Paused,SHOPTIMISED-PMAX_Wall_Light_20/01/2023~Pirakash.,--,GBP,4,Daily,Paused,campaign paused; unknown,4,3.67%,0.41,109,0.41,1.65,0,Performance Max,Maximize Conversion Value,--
2024-02-24,Removed,"DISPLAY CAMPAIGN-05,01,24~susain",--,GBP,0.05,Daily,Removed,campaign removed; unknown,1,5.88%,0.04,17,0.04,0.04,0,Display,Maximize Conversion Value,--
2024-01-30,Removed,"DISPLAY CAMPAIGN-05,01,24~susain",--,GBP,0.05,Daily,Removed,campaign removed; unknown,1,0.62%,0.06,162,0.06,0.06,0,Display,Maximize Conversion Value,--
2023-09-13,Paused,Transformer Product hero 01/09/2023,--,GBP,0.5,Daily,Paused,campaign paused; unknown,4,0.41%,0.29,979,0.29,1.17,0,Shopping,Target ROAS,--
2023-07-14,Removed,Selected Offer Products,--,GBP,2,Daily,Removed,campaign removed; unknown,0,0%,0,18,0,0,0,Shopping,CPC (enhanced),--
2023-07-01,Paused,Standard-Shopping Campign-5/5/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,1,0.37%,0.76,269,0.76,0.76,0,Shopping,Target ROAS,--
2023-07-06,Paused,Standard-Shopping Campign-5/5/2023,--,GBP,2,Daily,Paused,campaign paused; unknown,2,2.53%,1.48,79,1.48,2.95,0,Shopping,Target ROAS,--
2023-07-27,Paused,DC 12V Driver 21/07/2023,--,GBP,3,Daily,Paused,campaign paused; unknown,0,0%,0,73,0,0,0,Shopping,Target ROAS,--
2023-07-05,Paused,Performance Max-25 TRANSFORMER,--,GBP,2,Daily,Paused,campaign paused; most asset groups under review,1,0.65%,0.12,155,0.12,0.12,0,Performance Max,Maximize Conversion Value (Target ROAS),--
